Season	Location	Variety	Disease Response
"None"	"Kasama, Zambia"	"TGX 2001-13FM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2001-3FM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2001-6FM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2001-8DM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2002-14DM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2002-35FM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2002-3DM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2002-3FM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2014-16FM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2014-21FM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2014-23FM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2014-5GM"	"Unknown"
"None"	"Mpongwe, Zambia"	"Bimha"	"Unknown"
"None"	"Mpongwe, Zambia"	"CLARK-63K"	"Unknown"
"None"	"Mpongwe, Zambia"	"Kafue"	"Unknown"
"None"	"Mpongwe, Zambia"	"Kaleya"	"Unknown"
"None"	"Mpongwe, Zambia"	"KNSOY 001 (Nyala)"	"Unknown"
"None"	"Mpongwe, Zambia"	"KNSOY 006 (Gazelle)"	"Unknown"
"None"	"Mpongwe, Zambia"	"Lukanga"	"Unknown"
"None"	"Mpongwe, Zambia"	"MAKSOY 6N"	"Unknown"
"None"	"Mpongwe, Zambia"	"Makwacha"	"Unknown"
"None"	"Mpongwe, Zambia"	"Mhembwe"	"Unknown"
"None"	"Mpongwe, Zambia"	"NASOKO"	"Unknown"
"None"	"Mpongwe, Zambia"	"S1079/6/7"	"Unknown"
"None"	"Mpongwe, Zambia"	"S1150/5/22"	"Unknown"
"None"	"Mpongwe, Zambia"	"S1180/5/54"	"Unknown"
"None"	"Mpongwe, Zambia"	"S1195/6/105"	"Unknown"
"None"	"Mpongwe, Zambia"	"SC SAFARI"	"Unknown"
"None"	"Mpongwe, Zambia"	"SC SAGA"	"Unknown"
"None"	"Mpongwe, Zambia"	"SC SEMEKI"	"Unknown"
"None"	"Mpongwe, Zambia"	"SC SERENADE"	"Unknown"
"None"	"Mpongwe, Zambia"	"SC SIGNAL"	"Unknown"
"None"	"Mpongwe, Zambia"	"SC SPIKE"	"Unknown"
"None"	"Mpongwe, Zambia"	"SC STATUS"	"Unknown"
"None"	"Mpongwe, Zambia"	"SC1146/5/25"	"Unknown"
"None"	"Mpongwe, Zambia"	"SC1187/5/25"	"Unknown"
"None"	"Mpongwe, Zambia"	"SC SIESTA"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 1991-22F"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2001-11DM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2001-13DM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2001-13FM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2001-3FM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2001-6FM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2001-8DM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2002-14DM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2002-35FM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2002-3DM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2002-3FM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2014-16FM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2014-21FM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2014-23FM"	"Unknown"
"None"	"Mpongwe, Zambia"	"TGX 2014-5GM"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"CLARK-63K"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"Kaleya"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"Lukanga"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"Makwacha"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"MRI DINA"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"NASOKO"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"Panorama 29 I"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"Panorama 3"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"Panorama 358"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"S1079/6/7"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"S1140/5/4"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"S1146/5/25"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"S1150/5/22"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"S1180/5/54"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"S1187/5/37"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"SC SAGA"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"SC SENTINEL"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"SC SIGNAL"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"SC SPIKE"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"SCS-1"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"SSS500"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"TGX 1987-62F"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"TGX 1991-22F"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"TGX 2001-24FM"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"TGX 2002-35FM"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"TGX 2002-9FM"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"TGX 2014-16FM"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"TGX 2014-21FM"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"TGX 2014-5GM"	"Unknown"
"None"	"ART Farm, Zimbabwe"	"Tikolore"	"Unknown"
"None"	"Banket, Zimbabwe"	"Bimha"	"Unknown"
"None"	"Banket, Zimbabwe"	"CLARK-63K"	"Unknown"
"None"	"Banket, Zimbabwe"	"Kaleya"	"Unknown"
"None"	"Banket, Zimbabwe"	"Kaleya"	"Unknown"
"None"	"Banket, Zimbabwe"	"Lukanga"	"Unknown"
"None"	"Banket, Zimbabwe"	"Makwacha"	"Unknown"
"None"	"Banket, Zimbabwe"	"Mhembwe"	"Unknown"
"None"	"Banket, Zimbabwe"	"Mhofu"	"Unknown"
"None"	"Banket, Zimbabwe"	"MRI DINA"	"Unknown"
"None"	"Banket, Zimbabwe"	"Mwenezi"	"Unknown"
"None"	"Banket, Zimbabwe"	"NASOKO"	"Unknown"
"None"	"Banket, Zimbabwe"	"Panorama 29 I"	"Unknown"
"None"	"Banket, Zimbabwe"	"Panorama 3"	"Unknown"
"None"	"Banket, Zimbabwe"	"Panorama 358"	"Unknown"
"None"	"Banket, Zimbabwe"	"S1079/6/7"	"Unknown"
"None"	"Banket, Zimbabwe"	"S1079/6/7"	"Unknown"
"None"	"Banket, Zimbabwe"	"S1140/5/4"	"Unknown"
"None"	"Banket, Zimbabwe"	"S1146/5/25"	"Unknown"
"None"	"Banket, Zimbabwe"	"S1150/5/22"	"Unknown"
"None"	"Banket, Zimbabwe"	"S1180/5/54"	"Unknown"
"None"	"Banket, Zimbabwe"	"S1187/5/25"	"Unknown"
"None"	"Banket, Zimbabwe"	"S1187/5/37"	"Unknown"
"None"	"Banket, Zimbabwe"	"S1195/6/105"	"Unknown"
"None"	"Banket, Zimbabwe"	"SC SAGA"	"Unknown"
"None"	"Banket, Zimbabwe"	"SC SENTINEL"	"Unknown"
"None"	"Banket, Zimbabwe"	"SC SIESTA"	"Unknown"
"None"	"Banket, Zimbabwe"	"SC SIGNAL"	"Unknown"
"None"	"Banket, Zimbabwe"	"SC SPIKE"	"Unknown"
"None"	"Banket, Zimbabwe"	"SC SQUIRE"	"Unknown"
"None"	"Banket, Zimbabwe"	"SC STATUS"	"Unknown"
"None"	"Banket, Zimbabwe"	"SCS-1"	"Unknown"
"None"	"Banket, Zimbabwe"	"SSS500"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 1987-62F"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 1991-22F"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 2001-24FM"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 2001-3FM"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 2002-14DM"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 2002-35FM"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 2002-3FM"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 2002-9FM"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 2002-9FM"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 2014-16FM"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 2014-21FM"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 2014-43FM"	"Unknown"
"None"	"Banket, Zimbabwe"	"TGX 2014-5GM"	"Unknown"
"None"	"Banket, Zimbabwe"	"TIKOLORE"	"Unknown"
"None"	"Bindura, Zimbabwe"	"CLARK-63K"	"Unknown"
"None"	"Bindura, Zimbabwe"	"Kaleya"	"Unknown"
"None"	"Bindura, Zimbabwe"	"Lukanga"	"Unknown"
"None"	"Bindura, Zimbabwe"	"Makwacha"	"Unknown"
"None"	"Bindura, Zimbabwe"	"MRI DINA"	"Unknown"
"None"	"Bindura, Zimbabwe"	"NASOKO"	"Unknown"
"None"	"Bindura, Zimbabwe"	"Panorama 29 I"	"Unknown"
"None"	"Bindura, Zimbabwe"	"Panorama 3"	"Unknown"
"None"	"Bindura, Zimbabwe"	"Panorama 358"	"Unknown"
"None"	"Bindura, Zimbabwe"	"S1079/6/7"	"Unknown"
"None"	"Bindura, Zimbabwe"	"S1140/5/4"	"Unknown"
"None"	"Bindura, Zimbabwe"	"S1146/5/25"	"Unknown"
"None"	"Bindura, Zimbabwe"	"S1150/5/22"	"Unknown"
"None"	"Bindura, Zimbabwe"	"S1180/5/54"	"Unknown"
"None"	"Bindura, Zimbabwe"	"S1187/5/37"	"Unknown"
"None"	"Bindura, Zimbabwe"	"SC SAGA"	"Unknown"
"None"	"Bindura, Zimbabwe"	"SC SENTINEL"	"Unknown"
"None"	"Bindura, Zimbabwe"	"SC SIGNAL"	"Unknown"
"None"	"Bindura, Zimbabwe"	"SC SPIKE"	"Unknown"
"None"	"Bindura, Zimbabwe"	"SCS-1"	"Unknown"
"None"	"Bindura, Zimbabwe"	"SSS500"	"Unknown"
"None"	"Bindura, Zimbabwe"	"TGX 1987-62F"	"Unknown"
"None"	"Bindura, Zimbabwe"	"TGX 1991-22F"	"Unknown"
"None"	"Bindura, Zimbabwe"	"TGX 2001-24FM"	"Unknown"
"None"	"Bindura, Zimbabwe"	"TGX 2002-35FM"	"Unknown"
"None"	"Bindura, Zimbabwe"	"TGX 2002-9FM"	"Unknown"
"None"	"Bindura, Zimbabwe"	"TGX 2014-16FM"	"Unknown"
"None"	"Bindura, Zimbabwe"	"TGX 2014-21FM"	"Unknown"
"None"	"Bindura, Zimbabwe"	"TGX 2014-5GM"	"Unknown"
"None"	"Bindura, Zimbabwe"	"Tikolore"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"Bimha"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"CLARK-63K"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"Kaleya"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"Lukanga"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"Makwacha"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"Mhembwe"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"Mhofu"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"MRI DINA"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"Mwenezi"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"NASOKO"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"Panorama 29 I"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"Panorama 3"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"Panorama 358"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"S1079/6/7"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"S1140/5/4"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"S1146/5/25"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"S1150/5/22"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"S1180/5/54"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"S1187/5/25"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"S1187/5/37"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"S1195/6/105"	"Unknown"
"None"	"Chisumbaje, Zimbabwe"	"SC SAGA"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"SC SENTINEL"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"SC SIESTA"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"SC SIGNAL"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"SC SPIKE"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"SC SQUIRE"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"SC STATUS"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"SCS-1"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"SSS500"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 1987-62F"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 1991-22F"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 2001-24FM"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 2001-3FM"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 2002-14DM"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 2002-35FM"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 2002-3FM"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 2002-9FM"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 2014-16FM"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 2014-21FM"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 2014-43FM"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TGX 2014-5GM"	"Unknown"
"None"	"Chisumbanje, Zimbabwe"	"TIKOLORE"	"Unknown"
"None"	"Harare, Zimbabwe"	"CLARK-63K"	"Unknown"
"None"	"Harare, Zimbabwe"	"Kaleya"	"Unknown"
"None"	"Harare, Zimbabwe"	"Lukanga"	"Unknown"
"None"	"Harare, Zimbabwe"	"Makwacha"	"Unknown"
"None"	"Harare, Zimbabwe"	"MRI DINA"	"Unknown"
"None"	"Harare, Zimbabwe"	"NASOKO"	"Unknown"
"None"	"Harare, Zimbabwe"	"Panorama 29 I"	"Unknown"
"None"	"Harare, Zimbabwe"	"Panorama 3"	"Unknown"
"None"	"Harare, Zimbabwe"	"Panorama 358"	"Unknown"
"None"	"Harare, Zimbabwe"	"S1079/6/7"	"Unknown"
"None"	"Harare, Zimbabwe"	"S1140/5/4"	"Unknown"
"None"	"Harare, Zimbabwe"	"S1146/5/25"	"Unknown"
"None"	"Harare, Zimbabwe"	"S1150/5/22"	"Unknown"
"None"	"Harare, Zimbabwe"	"S1180/5/54"	"Unknown"
"None"	"Harare, Zimbabwe"	"S1187/5/37"	"Unknown"
"None"	"Harare, Zimbabwe"	"SC SAGA"	"Unknown"
"None"	"Harare, Zimbabwe"	"SC SENTINEL"	"Unknown"
"None"	"Harare, Zimbabwe"	"SC SIGNAL"	"Unknown"
"None"	"Harare, Zimbabwe"	"SC SPIKE"	"Unknown"
"None"	"Harare, Zimbabwe"	"SCS-1"	"Unknown"
"None"	"Harare, Zimbabwe"	"SSS500"	"Unknown"
"None"	"Harare, Zimbabwe"	"TGX 1987-62F"	"Unknown"
"None"	"Harare, Zimbabwe"	"TGX 1991-22F"	"Unknown"
"None"	"Harare, Zimbabwe"	"TGX 2001-24FM"	"Unknown"
"None"	"Harare, Zimbabwe"	"TGX 2002-35FM"	"Unknown"
"None"	"Harare, Zimbabwe"	"TGX 2002-9FM"	"Unknown"
"None"	"Harare, Zimbabwe"	"TGX 2014-16FM"	"Unknown"
"None"	"Harare, Zimbabwe"	"TGX 2014-21FM"	"Unknown"
"None"	"Harare, Zimbabwe"	"TGX 2014-5GM"	"Unknown"
"None"	"Harare, Zimbabwe"	"Tikolore"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"Bimha"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"CLARK-63K"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"Kaleya"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"Lukanga"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"Makwacha"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"Mhembwe"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"Mhofu"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"MRI DINA"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"Mwenezi"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"NASOKO"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"Panorama 29 I"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"Panorama 3"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"Panorama 358"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"S1079/6/7"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"S1140/5/4"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"S1146/5/25"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"S1150/5/22"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"S1180/5/54"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"S1187/5/25"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"S1187/5/37"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"S1195/6/105"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"SC SAGA"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"SC SENTINEL"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"SC SIESTA"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"SC SIGNAL"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"SC SPIKE"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"SC SQUIRE"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"SC STATUS"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"SCS-1"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"SSS500"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 1987-62F"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 1991-22F"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 2001-24FM"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 2001-3FM"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 2002-14DM"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 2002-35FM"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 2002-3FM"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 2002-9FM"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 2002-9FM"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 2014-16FM"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 2014-21FM"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 2014-43FM"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TGX 2014-5GM"	"Unknown"
"None"	"Kadoma, Zimbabwe"	"TIKOLORE"	"Unknown"
"None"	"Mutare, Zimbabwe"	"Bimha"	"Unknown"
"None"	"Mutare, Zimbabwe"	"CLARK-63K"	"Unknown"
"None"	"Mutare, Zimbabwe"	"Kaleya"	"Unknown"
"None"	"Mutare, Zimbabwe"	"Lukanga"	"Unknown"
"None"	"Mutare, Zimbabwe"	"Makwacha"	"Unknown"
"None"	"Mutare, Zimbabwe"	"Mhembwe"	"Unknown"
"None"	"Mutare, Zimbabwe"	"Mhofu"	"Unknown"
"None"	"Mutare, Zimbabwe"	"MRI DINA"	"Unknown"
"None"	"Mutare, Zimbabwe"	"Mwenezi"	"Unknown"
"None"	"Mutare, Zimbabwe"	"NASOKO"	"Unknown"
"None"	"Mutare, Zimbabwe"	"Panorama 29 I"	"Unknown"
"None"	"Mutare, Zimbabwe"	"Panorama 3"	"Unknown"
"None"	"Mutare, Zimbabwe"	"Panorama 358"	"Unknown"
"None"	"Mutare, Zimbabwe"	"S1079/6/7"	"Unknown"
"None"	"Mutare, Zimbabwe"	"S1140/5/4"	"Unknown"
"None"	"Mutare, Zimbabwe"	"S1146/5/25"	"Unknown"
"None"	"Mutare, Zimbabwe"	"S1150/5/22"	"Unknown"
"None"	"Mutare, Zimbabwe"	"S1180/5/54"	"Unknown"
"None"	"Mutare, Zimbabwe"	"S1187/5/25"	"Unknown"
"None"	"Mutare, Zimbabwe"	"S1187/5/37"	"Unknown"
"None"	"Mutare, Zimbabwe"	"S1195/6/105"	"Unknown"
"None"	"Mutare, Zimbabwe"	"SC SAGA"	"Unknown"
"None"	"Mutare, Zimbabwe"	"SC SENTINEL"	"Unknown"
"None"	"Mutare, Zimbabwe"	"SC SIESTA"	"Unknown"
"None"	"Mutare, Zimbabwe"	"SC SIGNAL"	"Unknown"
"None"	"Mutare, Zimbabwe"	"SC SPIKE"	"Unknown"
"None"	"Mutare, Zimbabwe"	"SC SQUIRE"	"Unknown"
"None"	"Mutare, Zimbabwe"	"SC STATUS"	"Unknown"
"None"	"Mutare, Zimbabwe"	"SCS-1"	"Unknown"
"None"	"Mutare, Zimbabwe"	"SSS500"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 1987-62F"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 1991-22F"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 2001-24FM"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 2001-3FM"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 2002-14DM"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 2002-35FM"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 2002-3FM"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 2002-9FM"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 2002-9FM"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 2014-16FM"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 2014-21FM"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 2014-43FM"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TGX 2014-5GM"	"Unknown"
"None"	"Mutare, Zimbabwe"	"TIKOLORE"	"Unknown"
"None"	"Panmure, Zimbabwe"	"Bimha"	"Unknown"
"None"	"Panmure, Zimbabwe"	"CLARK-63K"	"Unknown"
"None"	"Panmure, Zimbabwe"	"Kaleya"	"Unknown"
"None"	"Panmure, Zimbabwe"	"Lukanga"	"Unknown"
"None"	"Panmure, Zimbabwe"	"Makwacha"	"Unknown"
"None"	"Panmure, Zimbabwe"	"Mhembwe"	"Unknown"
"None"	"Panmure, Zimbabwe"	"Mhofu"	"Unknown"
"None"	"Panmure, Zimbabwe"	"MRI DINA"	"Unknown"
"None"	"Panmure, Zimbabwe"	"Mwenezi"	"Unknown"
"None"	"Panmure, Zimbabwe"	"NASOKO"	"Unknown"
"None"	"Panmure, Zimbabwe"	"Panorama 29 I"	"Unknown"
"None"	"Panmure, Zimbabwe"	"Panorama 3"	"Unknown"
"None"	"Panmure, Zimbabwe"	"Panorama 358"	"Unknown"
"None"	"Panmure, Zimbabwe"	"S1079/6/7"	"Unknown"
"None"	"Panmure, Zimbabwe"	"S1140/5/4"	"Unknown"
"None"	"Panmure, Zimbabwe"	"S1146/5/25"	"Unknown"
"None"	"Panmure, Zimbabwe"	"S1150/5/22"	"Unknown"
"None"	"Panmure, Zimbabwe"	"S1180/5/54"	"Unknown"
"None"	"Panmure, Zimbabwe"	"S1187/5/25"	"Unknown"
"None"	"Panmure, Zimbabwe"	"S1187/5/37"	"Unknown"
"None"	"Panmure, Zimbabwe"	"S1195/6/105"	"Unknown"
"None"	"Panmure, Zimbabwe"	"SC SAGA"	"Unknown"
"None"	"Panmure, Zimbabwe"	"SC SENTINEL"	"Unknown"
"None"	"Panmure, Zimbabwe"	"SC SIESTA"	"Unknown"
"None"	"Panmure, Zimbabwe"	"SC SIGNAL"	"Unknown"
"None"	"Panmure, Zimbabwe"	"SC SPIKE"	"Unknown"
"None"	"Panmure, Zimbabwe"	"SC SQUIRE"	"Unknown"
"None"	"Panmure, Zimbabwe"	"SC STATUS"	"Unknown"
"None"	"Panmure, Zimbabwe"	"SCS-1"	"Unknown"
"None"	"Panmure, Zimbabwe"	"SSS500"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 1987-62F"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 1991-22F"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 2001-24FM"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 2001-3FM"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 2002-14DM"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 2002-35FM"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 2002-3FM"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 2002-9FM"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 2014-16FM"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 2014-21FM"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 2014-43FM"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TGX 2014-5GM"	"Unknown"
"None"	"Panmure, Zimbabwe"	"TIKOLORE"	"Unknown"
"None"	"RARS, Zimbabwe"	"Bimha"	"Unknown"
"None"	"RARS, Zimbabwe"	"CLARK-63K"	"Unknown"
"None"	"RARS, Zimbabwe"	"Kaleya"	"Unknown"
"None"	"RARS, Zimbabwe"	"Lukanga"	"Unknown"
"None"	"RARS, Zimbabwe"	"Makwacha"	"Unknown"
"None"	"RARS, Zimbabwe"	"Mhembwe"	"Unknown"
"None"	"RARS, Zimbabwe"	"Mhofu"	"Unknown"
"None"	"RARS, Zimbabwe"	"MRI DINA"	"Unknown"
"None"	"RARS, Zimbabwe"	"Mwenezi"	"Unknown"
"None"	"RARS, Zimbabwe"	"NASOKO"	"Unknown"
"None"	"RARS, Zimbabwe"	"Panorama 29 I"	"Unknown"
"None"	"RARS, Zimbabwe"	"Panorama 3"	"Unknown"
"None"	"RARS, Zimbabwe"	"Panorama 358"	"Unknown"
"None"	"RARS, Zimbabwe"	"S1079/6/7"	"Unknown"
"None"	"RARS, Zimbabwe"	"S1140/5/4"	"Unknown"
"None"	"RARS, Zimbabwe"	"S1146/5/25"	"Unknown"
"None"	"RARS, Zimbabwe"	"S1150/5/22"	"Unknown"
"None"	"RARS, Zimbabwe"	"S1180/5/54"	"Unknown"
"None"	"RARS, Zimbabwe"	"S1187/5/25"	"Unknown"
"None"	"RARS, Zimbabwe"	"S1187/5/37"	"Unknown"
"None"	"RARS, Zimbabwe"	"S1195/6/105"	"Unknown"
